concat(annotationID,' ',annotationURI)
20699 info:doi/10.1371/annotation/ea322a41-1d03-4745-af95-29fbf0113c57
20701 info:doi/10.1371/annotation/ea33db85-5128-4fc2-bd72-6e9c413e8752
20703 info:doi/10.1371/annotation/ea37fa29-0970-4d69-8e00-ffca10b991a9
79621 info:doi/10.1371/annotation/ea3a9612-3a91-4b54-ae49-f8331a76e557
42097 info:doi/10.1371/annotation/ea3b55bb-c165-4977-b6ed-f038b33166b4
20705 info:doi/10.1371/annotation/ea3c40e7-d84c-469e-bd6c-2d017cc88d2c
20707 info:doi/10.1371/annotation/ea3d7f1a-81cd-4f87-92b4-984f9600f6e5
20709 info:doi/10.1371/annotation/ea3da04a-9872-4b00-a0b3-44dcd01e932e
20711 info:doi/10.1371/annotation/ea3dd9f5-8791-4aba-bdf7-584c1c8cf519
86450 info:doi/10.1371/annotation/ea3e3b38-1042-4bb5-adeb-1e9b61964e3d
20713 info:doi/10.1371/annotation/ea3ebff6-4e44-4e3d-8861-68e233323ad7
64691 info:doi/10.1371/annotation/ea466a3e-8ea2-4e75-9d6e-a571bac1b55b
55137 info:doi/10.1371/annotation/ea498607-60d8-48f6-8ca0-5c89a5807169
75083 info:doi/10.1371/annotation/ea499f5b-b30f-435e-84cf-95dc919e5e20
60059 info:doi/10.1371/annotation/ea49bcea-280d-4fda-986b-e532dd030376
20715 info:doi/10.1371/annotation/ea4b774d-09e4-466e-b513-2bf576f4be33
70973 info:doi/10.1371/annotation/ea4cab93-30d3-4c1f-84b9-1b0a561e7ce6
20717 info:doi/10.1371/annotation/ea4f043d-780c-41f6-88c7-1fb91a69ae84
20719 info:doi/10.1371/annotation/ea55e3ce-a5f3-455c-92c7-30aef0e0d474
57855 info:doi/10.1371/annotation/ea58d5b7-9658-4f82-9dcd-46ea85e25bdb
20723 info:doi/10.1371/annotation/ea5b608b-4c5b-4c55-93c9-ed6279e3f165
68651 info:doi/10.1371/annotation/ea60446b-d295-481a-811a-aeab10a205c7
54745 info:doi/10.1371/annotation/ea623004-3c27-48ec-86b7-3aef58e848c9
20727 info:doi/10.1371/annotation/ea63c44d-2811-433f-aa78-ef755143b99a
20729 info:doi/10.1371/annotation/ea658d82-efb9-43d8-9eef-99f701eb1637
78011 info:doi/10.1371/annotation/ea690c29-e441-4818-b9d1-067c3ee87390
85948 info:doi/10.1371/annotation/ea69d26e-6ae7-42d0-9a6f-a5d7e0ef3fb1
76433 info:doi/10.1371/annotation/ea6a0ecc-86ab-49e3-8848-44aa9c78d81b
66293 info:doi/10.1371/annotation/ea70a67d-1721-4d80-8787-1f8c81eaaaff
20733 info:doi/10.1371/annotation/ea71a2fb-dec2-45d0-9451-51ada5d53ec7
81725 info:doi/10.1371/annotation/ea76b2a3-17b1-439d-b673-a1669fe83da7
20735 info:doi/10.1371/annotation/ea7be3fe-8abc-488b-8d70-1e83c10e6298
20737 info:doi/10.1371/annotation/ea7e1046-2563-4f61-8e72-6f9589e98678
20739 info:doi/10.1371/annotation/ea7ee5fc-447f-4d70-8533-b614c670c6ae
44145 info:doi/10.1371/annotation/ea839c7b-b242-40bd-a040-deb927e01e29
20741 info:doi/10.1371/annotation/ea84e9a5-7815-4f7a-abc9-e4b29c59fd3f
81385 info:doi/10.1371/annotation/ea865fdc-7f2b-435b-8bc3-b92826e39f1f
20743 info:doi/10.1371/annotation/ea8760ec-3fb3-4523-9408-b385e82f76d6
20745 info:doi/10.1371/annotation/ea884967-54c9-4e91-9d06-3df80c23e957
20747 info:doi/10.1371/annotation/ea88510b-d699-4f9e-8694-a4b7d2906f3e
86529 info:doi/10.1371/annotation/ea8b88ac-a34a-494d-9245-777c8bcf7f6d
76271 info:doi/10.1371/annotation/ea8c768b-efe2-430d-99dd-79960abbc68f
20749 info:doi/10.1371/annotation/ea8dd96f-02d2-4066-ac77-83cee41c7df3
20751 info:doi/10.1371/annotation/ea9689bb-74d7-4eb7-a319-3fd63a0ab825
58051 info:doi/10.1371/annotation/eaa2a03e-9de2-4044-937a-0068dfd66748
20753 info:doi/10.1371/annotation/eaa3093a-0e59-47d9-836b-61256bb76a57
84690 info:doi/10.1371/annotation/eaa712d3-3b74-41be-89aa-a5bf733d1265
20755 info:doi/10.1371/annotation/eaa72d22-e911-4abd-9843-acc75db02091
79968 info:doi/10.1371/annotation/eaa834c9-b3cf-499e-8f68-8283f6ba1d8e
20757 info:doi/10.1371/annotation/eaaa8c72-e14f-4f3f-9159-80111b15ba21
20759 info:doi/10.1371/annotation/eaad75af-dd77-4447-a621-a192112023e0
73247 info:doi/10.1371/annotation/eaafdc5d-2b08-464a-a01a-c217958e8f50
20761 info:doi/10.1371/annotation/eab4e991-2573-42c6-ad26-8966340a8432
79009 info:doi/10.1371/annotation/eab58001-4872-4b9d-94d7-c85a16b4b6d6
20763 info:doi/10.1371/annotation/eab62224-dc12-4937-8b56-de01818ec786
20765 info:doi/10.1371/annotation/eab6460f-b37f-4e7f-95a0-aa64fa476d30
62645 info:doi/10.1371/annotation/eab9e9c9-a9d5-4d98-bb01-f00941a95b55
67217 info:doi/10.1371/annotation/eabe8220-7924-48eb-b86a-81d48bc6fe15
81857 info:doi/10.1371/annotation/eabf7090-288c-425b-ba42-85a099e70e2d
75113 info:doi/10.1371/annotation/eac067f4-a40b-4356-8cd2-c344e363f076
20767 info:doi/10.1371/annotation/eac5f9e9-2cc5-4414-8421-ecb5018e07a6
20769 info:doi/10.1371/annotation/eaca9f94-e6a4-41f2-a112-b595338e7614
83707 info:doi/10.1371/annotation/eacc4b7d-582c-4a73-822d-ea29d5c6b387
20771 info:doi/10.1371/annotation/eaceb352-5124-4337-b010-95e3ada78c6b
20773 info:doi/10.1371/annotation/eadb8174-19bb-4fd3-b45f-57ac239cbbff
20775 info:doi/10.1371/annotation/eade7e20-49bf-48e8-8cc3-3c3ca069c082
76221 info:doi/10.1371/annotation/eae34281-0395-4f44-803d-c75104296c9f
55211 info:doi/10.1371/annotation/eaead4df-235d-4db0-a6d6-c160505ca290
72817 info:doi/10.1371/annotation/eaeb1b48-f815-476a-aca4-87a68e1a34d6
74753 info:doi/10.1371/annotation/eaf3921e-eafb-448d-b65e-d0c4c2d710d5
54183 info:doi/10.1371/annotation/eafd7990-0e96-4e74-851a-932e4f506779
88251 info:doi/10.1371/annotation/eb0454dd-a679-4a25-b796-ad1f7978ffba
20781 info:doi/10.1371/annotation/eb073d18-1626-4d4f-9ccf-e3bdbd1737df
20783 info:doi/10.1371/annotation/eb083e70-8e1a-4017-8745-382ffad367d1
86006 info:doi/10.1371/annotation/eb0bd01b-934c-4ec3-bb73-254a4d44d217
67075 info:doi/10.1371/annotation/eb0cd483-b931-447f-bf6e-3a2cfd7975b6
55359 info:doi/10.1371/annotation/eb1033c1-9ab2-4492-ac1f-a2cddba9e1dd
85045 info:doi/10.1371/annotation/eb1232ea-b3fd-46f9-9013-2d7d87d67edd
78529 info:doi/10.1371/annotation/eb1268ce-431f-4e61-8753-7fc467035dc1
61757 info:doi/10.1371/annotation/eb130487-d35f-42b3-a9b3-53ee058c7548
20785 info:doi/10.1371/annotation/eb13b61d-bc21-4880-af10-a7ac8bc94ca5
74111 info:doi/10.1371/annotation/eb13f1a9-93fb-4e4f-b065-9f1fe32f88b3
50493 info:doi/10.1371/annotation/eb176984-9e6b-4807-9629-661dde10dd43
87714 info:doi/10.1371/annotation/eb1f77c2-41e2-4b51-8758-bd54a73f780a
20787 info:doi/10.1371/annotation/eb20e038-6c3a-4e2f-b8be-d9c9f57b7c6a
58999 info:doi/10.1371/annotation/eb2182f8-4873-41e8-9dae-1503b3c41463
63511 info:doi/10.1371/annotation/eb26e997-8ed4-4845-aaf6-daefa2e8ef29
66433 info:doi/10.1371/annotation/eb2811ba-c1b8-4872-b4bd-9bb08161f74b
20789 info:doi/10.1371/annotation/eb2a3dd6-914b-41b5-87c9-9fe0ab3c7733
57743 info:doi/10.1371/annotation/eb2e803b-1e33-4a2f-82b4-fbd1d416d9c8
77237 info:doi/10.1371/annotation/eb30e16a-fba5-4b78-a13c-43f4d632aeec
20791 info:doi/10.1371/annotation/eb31f894-854d-46f3-a166-a646b8ffd665
49647 info:doi/10.1371/annotation/eb332048-ce9c-4995-a0b5-2cd5c95f2f3e
20795 info:doi/10.1371/annotation/eb3a9e55-0c0d-44de-a680-ecae6f46a703
63859 info:doi/10.1371/annotation/eb409b3a-dcdb-4a9f-96c0-5bf2effa11b6
69289 info:doi/10.1371/annotation/eb42f165-48b7-4db0-8921-9a4e5879ab68
44381 info:doi/10.1371/annotation/eb43d9da-f29c-4032-84dd-5956a5b6e2bd
51945 info:doi/10.1371/annotation/eb521ee0-c1ac-48d6-8754-e03b5247d889
20799 info:doi/10.1371/annotation/eb5caa87-d718-44ec-8f0c-2316039d0ed2
20801 info:doi/10.1371/annotation/eb72a2c2-9a50-4747-83df-cef610b026ce
82069 info:doi/10.1371/annotation/eb75f84b-57d7-4812-a879-7fed46b163d8
70461 info:doi/10.1371/annotation/eb79544c-4d1f-4cd5-943e-aecfa48b1622
41389 info:doi/10.1371/annotation/eb7fe320-9b5b-49e5-88d5-cbf5aa25592b
20803 info:doi/10.1371/annotation/eb809bac-9d6c-49d8-b205-2bad5227188a
20805 info:doi/10.1371/annotation/eb84b154-7838-4c57-a2cb-2c10a1e8c3c6
20807 info:doi/10.1371/annotation/eb88c358-0eaa-4cfb-b597-8f226f30ab69
20809 info:doi/10.1371/annotation/eb8af88f-a7af-4e14-984e-9e6f5d8cc7f2
20811 info:doi/10.1371/annotation/eb8bf9fb-d339-4752-8a2c-3f877415a2b8
54439 info:doi/10.1371/annotation/eb905a5c-04d5-43b7-8d9c-be6669cb8e68
62581 info:doi/10.1371/annotation/eb910561-9a2f-4487-b79b-3276c892a5d7
20813 info:doi/10.1371/annotation/eb98fe27-3101-4bbe-9eaf-fdefe88ef688
53219 info:doi/10.1371/annotation/eb9a25c2-2142-42e5-91d1-d4eddc1b9a3c
52525 info:doi/10.1371/annotation/eb9da0f9-756a-4d48-8d54-4eee38c6e687
20815 info:doi/10.1371/annotation/eb9e7275-57be-4eda-bd12-38a5ff39504a
86156 info:doi/10.1371/annotation/eba0d2c3-f564-4418-8726-9267fa99eb3b
65075 info:doi/10.1371/annotation/eba423b3-fc8c-4f32-a2e5-7f95cb0e6c01
85627 info:doi/10.1371/annotation/eba4dad4-547a-40ec-b3f6-3906e5d68dee
20817 info:doi/10.1371/annotation/eba5c27c-0f20-419f-abb0-f66a7d578259
20819 info:doi/10.1371/annotation/eba5f785-e42a-4040-a8da-88bdcc2ce64a
87837 info:doi/10.1371/annotation/ebaa588c-893d-4e00-b1b9-09e721141a2d
52171 info:doi/10.1371/annotation/ebaadf1c-4181-4ca2-b74e-4a620d63895b
20821 info:doi/10.1371/annotation/ebad082a-019e-44d2-a330-bc477698dc01
60079 info:doi/10.1371/annotation/ebad28fe-b987-4446-96ab-9d15d455f906
65281 info:doi/10.1371/annotation/ebaee0a5-aa8a-4f10-9eb2-0c2218496f5d
20823 info:doi/10.1371/annotation/ebb3298b-8f1c-46cc-bd99-629e34a2a1ab
20825 info:doi/10.1371/annotation/ebb729fa-2aba-4ee7-9654-6e435cc2f9f6
20827 info:doi/10.1371/annotation/ebba4618-4480-45d4-81ef-4bbcb8d10a8e
20829 info:doi/10.1371/annotation/ebbd92cc-6948-4e36-8119-20ca67ecbbc5
50085 info:doi/10.1371/annotation/ebbf4e97-7dcd-4883-a5c1-fe8e76362bbc
20831 info:doi/10.1371/annotation/ebc11731-edaf-4a65-867b-688b6a7ba8ee
20833 info:doi/10.1371/annotation/ebc26b43-0678-462b-bd50-97a267c7d15c
61529 info:doi/10.1371/annotation/ebc32c2b-929c-4168-b81e-d9c968a45d73
20835 info:doi/10.1371/annotation/ebc36640-17a6-45ef-87ac-3589af69c8dd
81125 info:doi/10.1371/annotation/ebc89f32-0712-411f-b978-fa6b865b5320
77453 info:doi/10.1371/annotation/ebcea4bc-6c81-481a-a6e3-b7f4540290d0
87442 info:doi/10.1371/annotation/ebcf843b-0a44-49bd-969a-22271ef80a9d
20837 info:doi/10.1371/annotation/ebd8a6c6-af2e-4a80-a1f9-e3d6c03f0366
65951 info:doi/10.1371/annotation/ebda4067-75c5-4215-aa8f-9e5765ba2a18
20839 info:doi/10.1371/annotation/ebdac069-6cda-40f1-923f-74be5df8ea24
63601 info:doi/10.1371/annotation/ebde1b03-9629-4499-b18e-02b7e0c0924a
53843 info:doi/10.1371/annotation/ebe227ed-ce67-41fa-b671-ca4c3095c6ba
80349 info:doi/10.1371/annotation/ebe61245-ad7c-4aff-b134-dacb57d3fe70
72267 info:doi/10.1371/annotation/ebedef69-0111-44cf-b5e7-4bec476ec9fe
54905 info:doi/10.1371/annotation/ebeededd-559e-4bcc-a976-86243b5374de
58359 info:doi/10.1371/annotation/ebf3fc1c-7523-452e-a72b-171722194586
86599 info:doi/10.1371/annotation/ebf5576b-9bd8-49c6-84ac-0c1d3ad20156
60113 info:doi/10.1371/annotation/ebf5cf4f-3662-41f8-a284-214115e75c06
20841 info:doi/10.1371/annotation/ebf5e0ee-cd58-47cd-850a-b5643928f33f
88227 info:doi/10.1371/annotation/ebfcfbac-8dde-492a-960d-9ff6433597ef
20843 info:doi/10.1371/annotation/ec006776-de5e-4711-bd57-fe3d5de31a3b
88492 info:doi/10.1371/annotation/ec0b6f12-c766-407a-8c12-f91c3e041cad
86527 info:doi/10.1371/annotation/ec0e561b-ac8b-4ba6-adea-4cdea0391855
20849 info:doi/10.1371/annotation/ec0ff512-7e84-4d1e-aed3-afcbdc1d5567
50285 info:doi/10.1371/annotation/ec11562a-c99e-47c2-b6d5-70fc87036422
51083 info:doi/10.1371/annotation/ec11861c-f2b3-478d-8385-fe02f71dc821
87125 info:doi/10.1371/annotation/ec15c197-af90-4a12-8a6f-9c1ace1aa5e0
58981 info:doi/10.1371/annotation/ec190757-1839-43d6-860f-f0c017a04839
67221 info:doi/10.1371/annotation/ec1ac523-4ae4-4927-b019-fdd2f29803f9
20851 info:doi/10.1371/annotation/ec1f8813-5b5b-4cae-88c7-10ff2d4c9a20
20855 info:doi/10.1371/annotation/ec20bc2d-f52b-4812-9f20-c553c818f1ee
20857 info:doi/10.1371/annotation/ec216dae-2540-43fc-b484-7256e8081b7e
54975 info:doi/10.1371/annotation/ec23b884-8309-4101-a296-b256ccc4c66f
20859 info:doi/10.1371/annotation/ec330c60-70f2-4b4e-b3cb-e67871f7421f
20861 info:doi/10.1371/annotation/ec355cb4-daab-4986-b44b-38f2332d8cbc
55225 info:doi/10.1371/annotation/ec36be70-208a-47ba-9cee-31352717bf57
64935 info:doi/10.1371/annotation/ec3ae36f-d6e6-40e3-8846-cb343257911e
59285 info:doi/10.1371/annotation/ec3cd3fa-e44d-4ae7-b6bf-7eb47f940e67
43335 info:doi/10.1371/annotation/ec3ef798-3b1e-43a1-b020-79f87e9f76c4
20863 info:doi/10.1371/annotation/ec3f7c22-139b-4c1a-ab1c-681e63144152
83096 info:doi/10.1371/annotation/ec4f51e1-a2b7-4ef5-8703-862dec75207b
49301 info:doi/10.1371/annotation/ec51bba5-acca-4ecb-b7f0-f1e96189ccc5
49727 info:doi/10.1371/annotation/ec52eba7-9ae2-49fb-982e-2718cb95cb7b
87688 info:doi/10.1371/annotation/ec587127-3b82-472c-88eb-770145ca17f8
81899 info:doi/10.1371/annotation/ec5a8ca9-d8d7-4b6e-8c6e-60f7c10fdf07
20865 info:doi/10.1371/annotation/ec5b946d-5983-43f3-8374-3d392043d321
75621 info:doi/10.1371/annotation/ec5d8ea7-7b03-4951-8582-26bb357f582b
20867 info:doi/10.1371/annotation/ec601678-a3cf-4201-a325-89a57d9997c8
20869 info:doi/10.1371/annotation/ec604023-5ac1-479c-8820-df787ed82efa
44995 info:doi/10.1371/annotation/ec65f2a5-e12b-4925-add3-f0c955c1dc25
75965 info:doi/10.1371/annotation/ec66a347-f5d2-406e-93bb-3fd7ff6f5b98
74303 info:doi/10.1371/annotation/ec68fa2f-c137-4fcd-b571-a5442480306a
86297 info:doi/10.1371/annotation/ec69b2fd-3e8b-4129-86ad-4ffbcddb2039
20871 info:doi/10.1371/annotation/ec6a15f5-33ed-4049-85cf-f68f0106117b
20873 info:doi/10.1371/annotation/ec6cdd31-5c66-4f61-a415-a7dda6b7a13f
20875 info:doi/10.1371/annotation/ec6dd985-df88-4d7d-8c37-1ee13c4af48a
20877 info:doi/10.1371/annotation/ec700089-ece4-4cd9-bbc0-b191ef0b1975
20879 info:doi/10.1371/annotation/ec71721f-393c-4100-853f-678f13b07bb5
20881 info:doi/10.1371/annotation/ec7539b0-3724-48af-bf5f-be823e613014
66147 info:doi/10.1371/annotation/ec75d72f-a510-40cb-a145-d961fed5c39f
20883 info:doi/10.1371/annotation/ec76817f-17f9-4b78-b50b-ae56d6fb455b
72415 info:doi/10.1371/annotation/ec769a01-a127-417b-94c0-2c3d3299af85
20885 info:doi/10.1371/annotation/ec78df6b-1238-4e96-aca1-1d7f736c7403
53907 info:doi/10.1371/annotation/ec8b9200-b48e-4785-a4dd-5378e9364e54
20889 info:doi/10.1371/annotation/ec8e10bd-8836-43aa-80f3-63aa069688c5
68883 info:doi/10.1371/annotation/ec8e2c9d-82ac-40f4-a27a-063f6f633a27
20891 info:doi/10.1371/annotation/ec92f97b-26b3-4eb6-9657-0065ef58f51c
20893 info:doi/10.1371/annotation/ec94d1ff-f669-4c31-99e8-2cd43f62f57b
56029 info:doi/10.1371/annotation/ec961377-ec27-4002-93b2-176caa21ea11
58349 info:doi/10.1371/annotation/eca00bd5-3d11-48a8-bb3c-b7594940c391
20895 info:doi/10.1371/annotation/eca03441-0ec1-4011-9483-22f396b5dafc
20897 info:doi/10.1371/annotation/eca24cbf-d2ca-46bd-af90-3fbf4215b2aa
20899 info:doi/10.1371/annotation/eca3f68c-6811-4306-8be0-da6daa39b3b9
76963 info:doi/10.1371/annotation/eca5f2e1-cd48-4c01-88c4-fcbaedf0e1ec
60167 info:doi/10.1371/annotation/eca62387-fab5-4ff6-933b-68ab3b641781
62919 info:doi/10.1371/annotation/eca7c0ae-4c11-44f8-b5a5-68796450f8e3
82756 info:doi/10.1371/annotation/ecb83355-447f-43ac-8f29-9d3568daf431
60865 info:doi/10.1371/annotation/ecba177e-15e8-4f71-ab78-94aa87bc3b96
20901 info:doi/10.1371/annotation/ecc0c434-7eff-4ef1-9dfb-b3526f24eea3
20903 info:doi/10.1371/annotation/ecc5d3e9-b52a-49aa-96e7-72a93ca04cbb
20905 info:doi/10.1371/annotation/ecc8bb4b-85ac-479c-b23a-1c68654b41a1
50163 info:doi/10.1371/annotation/ecce243d-5095-4bfa-897d-997e82ab1e06
20909 info:doi/10.1371/annotation/eccfa678-4cbd-401f-a74e-0be1d9b2fc18
20911 info:doi/10.1371/annotation/ecd13df8-52cb-4c43-9472-fd9a4b7e8e85
64533 info:doi/10.1371/annotation/ecd160da-e96c-4894-b706-e8cd5cad6c46
83202 info:doi/10.1371/annotation/ecd1fa95-75d9-4448-abf4-7a7ae14c0b97
54415 info:doi/10.1371/annotation/ecd5d839-dc41-4620-bbea-c5d6fa5fffdf
20913 info:doi/10.1371/annotation/ecd65762-3dc2-4b82-ae5b-0bd997307d39
73879 info:doi/10.1371/annotation/ecd93cc4-c0dd-456a-97ce-2db699456869
20915 info:doi/10.1371/annotation/ecdfc92f-9328-4174-af59-a04969b35efb
81307 info:doi/10.1371/annotation/ece14a8f-cccb-4f4f-88ca-0f1d056e0999
87701 info:doi/10.1371/annotation/ece4e30a-cfbe-43df-b5ff-6bdb71a1dda2
42533 info:doi/10.1371/annotation/ece5379b-8a7a-4694-930d-b4227f41fc01
87029 info:doi/10.1371/annotation/ece54035-3c09-4f68-b4eb-a457fb0f9e60
60391 info:doi/10.1371/annotation/ece733e6-270e-419f-83cf-b047bb802712
20917 info:doi/10.1371/annotation/ece7ea24-d715-42e0-ba06-53abe6c5a213
79157 info:doi/10.1371/annotation/ece9c59e-8ce6-4e9a-b7cb-f998e0e5a845
20919 info:doi/10.1371/annotation/ececd7af-01ed-4f1b-b3b4-0a41f7e0eb4a
20921 info:doi/10.1371/annotation/ecf0fe7a-891c-46e1-8f98-c2dcd09f262e
20923 info:doi/10.1371/annotation/ecf51aed-cc11-48ce-949f-854cb3f9f8c4
20925 info:doi/10.1371/annotation/ecf7c52d-6fdf-4910-a644-4b3463637140
79853 info:doi/10.1371/annotation/ecfa584d-a7dd-4041-8dde-1682f221181a
20927 info:doi/10.1371/annotation/ecfc98d3-2bdf-4542-9181-c57c92ab7291
20929 info:doi/10.1371/annotation/ed001f22-eeab-473c-8514-b2af409c7b92
66877 info:doi/10.1371/annotation/ed00b1e9-16c3-4194-bcbb-9d138f065699
58525 info:doi/10.1371/annotation/ed03610f-1ec1-4f67-bed5-9e0aa31da76b
69515 info:doi/10.1371/annotation/ed054f91-7b81-4b84-8f2d-d7de38015db2
20931 info:doi/10.1371/annotation/ed06b71b-6a52-46a7-bcb4-cfb79dcd563f
69395 info:doi/10.1371/annotation/ed0c3682-24aa-4310-98c3-287491410205
86018 info:doi/10.1371/annotation/ed0c62dc-a6b9-4503-800f-291ae3b69e01
62827 info:doi/10.1371/annotation/ed0d190c-860a-4ba9-ada4-382088e259bb
43085 info:doi/10.1371/annotation/ed107fa9-9304-4ea8-83b5-4726108640e9
20933 info:doi/10.1371/annotation/ed116fde-e6c4-4acf-96a6-427eb035b1f8
20935 info:doi/10.1371/annotation/ed13f657-0544-4b7f-b20b-e3bfe5f6a36a
20937 info:doi/10.1371/annotation/ed156195-8692-4dd3-a7dc-1ebca057111b
70615 info:doi/10.1371/annotation/ed18398c-f3b9-43b3-bce9-70dc1680a770
64757 info:doi/10.1371/annotation/ed1a34a0-787f-4c43-885e-d590a927d85d
70751 info:doi/10.1371/annotation/ed1c5ff4-1a49-4326-8659-b91d0360ad66
82366 info:doi/10.1371/annotation/ed1c9f86-c6b7-4c45-87a5-11d62bfeac3b
20939 info:doi/10.1371/annotation/ed1eee50-fc3e-4529-9a2d-d05ea379fc09
20941 info:doi/10.1371/annotation/ed23d96a-2014-4f05-8995-22bd108cba98
85726 info:doi/10.1371/annotation/ed25fbbf-a9b6-4f58-9079-fdb9f244b488
71699 info:doi/10.1371/annotation/ed2732de-744d-4d4c-be86-dac69a7a3388
20943 info:doi/10.1371/annotation/ed2ab875-f0e7-494c-92bf-98f850059444
65159 info:doi/10.1371/annotation/ed2c8186-5a2e-47f7-b1bc-e70901566b17
20945 info:doi/10.1371/annotation/ed2deb1c-4970-4a17-b888-eacc21c4e89d
20947 info:doi/10.1371/annotation/ed2e51bc-3b71-48f2-bc87-8c5473eff0dd
85217 info:doi/10.1371/annotation/ed369768-b1fd-47b3-8460-7edcf1485acd
20949 info:doi/10.1371/annotation/ed376d99-e21c-4fde-b07d-efeb1754f092
83851 info:doi/10.1371/annotation/ed39bd0d-a9c8-482e-b6f6-f2e0771e8f72
20951 info:doi/10.1371/annotation/ed3afdcf-1be1-4c8c-b0a1-17a494d9a591
42825 info:doi/10.1371/annotation/ed447203-fa01-4077-8f35-f61dc515401a
86056 info:doi/10.1371/annotation/ed4d6d5e-c9bb-4414-a411-7225a97299c3
75771 info:doi/10.1371/annotation/ed500fa3-037e-4106-8321-6e558cf3e18f
62439 info:doi/10.1371/annotation/ed561782-5eb9-425f-81f0-dddcb8c446da
72737 info:doi/10.1371/annotation/ed56c251-7fc5-45e8-b3f7-82446f28fc65
20957 info:doi/10.1371/annotation/ed57baf1-c036-485c-bb60-f55654496742
80433 info:doi/10.1371/annotation/ed5cd10d-945c-470e-9444-1314bf9eb8a1
71911 info:doi/10.1371/annotation/ed5d4d31-e683-4b11-a8e9-de676bf71ef9
20959 info:doi/10.1371/annotation/ed66744f-2b17-476d-9217-dfd135cf66bd
67151 info:doi/10.1371/annotation/ed68f7e7-6e0f-4d61-83c3-f51d5123d381
86055 info:doi/10.1371/annotation/ed691f39-3671-4569-9ace-653242ff2993
20961 info:doi/10.1371/annotation/ed6bb299-dd98-4865-bfc7-52d32a5204ab
20963 info:doi/10.1371/annotation/ed705141-fb01-4c4b-8799-ce4f74ef2a2f
82362 info:doi/10.1371/annotation/ed718c4d-5d34-4bbb-b603-b415529bf7fe
20965 info:doi/10.1371/annotation/ed71e473-35e7-4bd8-81fd-6e087b99adf0
20967 info:doi/10.1371/annotation/ed73ad2f-548e-4b09-a25f-342b6dc4fe54
20969 info:doi/10.1371/annotation/ed798a4e-7d6e-4391-8bf3-40b1d882e5b1
88271 info:doi/10.1371/annotation/ed7b3748-04cc-455e-b02c-1c27375ad369
87662 info:doi/10.1371/annotation/ed7ecf7e-e8b9-4ebd-8625-2939176373e7
20971 info:doi/10.1371/annotation/ed82c0a1-56cb-44d0-aea2-83f7403e3ce9
20973 info:doi/10.1371/annotation/ed838c0f-bcd5-43da-81e5-614020a91629
20975 info:doi/10.1371/annotation/ed85822d-1cf2-4596-bcc9-2b94389a79b8
20977 info:doi/10.1371/annotation/ed8b18d6-2aa7-4f1f-a318-720198441cd2
84930 info:doi/10.1371/annotation/ed913f2b-fffd-4c04-97e5-dca08e0af671
50695 info:doi/10.1371/annotation/ed9a475f-e084-42ed-a1f2-97c9c1a54fc0
20981 info:doi/10.1371/annotation/ed9c0ecd-42da-4a77-ba6e-4e80ce6c8d7c
53021 info:doi/10.1371/annotation/ed9e42e2-aa85-4834-9fc7-c5ee16060fcb
20983 info:doi/10.1371/annotation/ed9fbe26-4f1c-44cf-87d2-512831bbf439
49925 info:doi/10.1371/annotation/eda04738-5be4-4612-9835-617d44e41784
74331 info:doi/10.1371/annotation/eda160ef-7a4c-4273-b2f5-f6d8f7bfa1c6
67111 info:doi/10.1371/annotation/eda5cd86-9ae7-4b89-a9f9-37ce2fedddc2
20985 info:doi/10.1371/annotation/eda71224-80ba-416d-9c5c-509c58efa886
68283 info:doi/10.1371/annotation/edb1b8fc-b9b8-4e2b-8c4a-651de8cb068a
81521 info:doi/10.1371/annotation/edb3d46d-b8b5-413b-a916-482d88e67870
20987 info:doi/10.1371/annotation/edbdfd4c-c581-4b35-b9e9-263ca2e05a58
20989 info:doi/10.1371/annotation/edc0c5e5-707f-420e-9bf0-4b2f6ba6c2bc
87522 info:doi/10.1371/annotation/edc184d0-68ab-49df-b0c7-5c6112b956b0
68211 info:doi/10.1371/annotation/edc3b8a7-6127-4190-ba2f-7ddf53d78280
20991 info:doi/10.1371/annotation/edc85899-b109-4e23-a00e-931ad655e37f
59593 info:doi/10.1371/annotation/edcbbeb8-c1b9-4e8e-8db2-e1b559da1eb2
20993 info:doi/10.1371/annotation/edcd8c1a-4e31-4763-8c74-6ee3d0f5924c
67361 info:doi/10.1371/annotation/edd446f5-2426-4e47-ad29-fb13d0f2ab84
62259 info:doi/10.1371/annotation/edd71164-3aec-4a6f-922e-21acca8b570d
87820 info:doi/10.1371/annotation/edd81575-e018-41f2-bde8-4adc53c96d05
20995 info:doi/10.1371/annotation/ede06d43-5c80-4ff8-a45d-7c8ed2d7dc4a
20997 info:doi/10.1371/annotation/ede083be-db84-4cf6-8dc5-0904733e22c4
20999 info:doi/10.1371/annotation/ede6d7b2-1497-487f-ad68-1d2f4778c4e5
21001 info:doi/10.1371/annotation/ede898a8-6fb6-46ce-8219-f4a88031d3ce
85195 info:doi/10.1371/annotation/ede90af7-c85e-48ab-930d-ff1bffffcb77
51791 info:doi/10.1371/annotation/ede99732-e01c-4175-9b8d-88fa18010cf4
86829 info:doi/10.1371/annotation/ede9caa0-a769-47bd-985e-22a0ef2a89a5
87199 info:doi/10.1371/annotation/edebdb84-7767-4bd2-9828-52f213df6b6d
87672 info:doi/10.1371/annotation/edeeb51e-5c2f-40df-9ab7-6a38cba005ab
